"Category","Group","Database","a","b","c","d","Odds ratio","p-value","q-value","Product"
"clust_0816","group5","ortho_id",35,43215,10,36005,2.9159019238354,0.00151811044517853,0.0239231486139868,"Transcriptional regulator, AsnC family"
"clust_0819","group3","ortho_id",27,15403,17,63818,6.58018616334646,1.29096976808883e-09,5.98106293555555e-07,"Mobile element protein"
"clust_0819","group5","ortho_id",8,43242,36,35979,0.184919875359505,9.71836614427655e-07,7.57635414483252e-05,"Mobile element protein"
"clust_0820","group6","ortho_id",0,9267,44,69954,0,0.00793533508737248,0.0929735737783876,"Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)"
"clust_0820","group5","ortho_id",35,43215,9,36006,3.24000217473685,0.000729568300589409,0.0144184214237752,"Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)"
"clust_0821","group5","ortho_id",35,43215,9,36006,3.24000217473685,0.000729568300589409,0.0144184214237752,"Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)"
"clust_0821","group6","ortho_id",0,9267,44,69954,0,0.00793533508737248,0.0929735737783876,"Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)"
"clust_0825","group5","ortho_id",35,43215,9,36006,3.24000217473685,0.000729568300589409,0.0144184214237752,"ATPase component STY3232 of energizing module of queuosine-regulated ECF transporter"
"clust_0828","group3","ortho_id",16,15414,27,63808,2.4530698763177,0.00616319775717295,0.0738922981378469,"Beta-galactosidase (EC 3.2.1.23)"
"clust_0828","group5","ortho_id",14,43236,29,35986,0.401810541243503,0.0052130390913133,0.0658092918530096,"Beta-galactosidase (EC 3.2.1.23)"
"clust_0829","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"FIG00672414: hypothetical protein"
"clust_0829","group6","ortho_id",0,9267,43,69955,0,0.00779177401642257,0.0913575643986263,"FIG00672414: hypothetical protein"
"clust_0829","group5","ortho_id",43,43207,0,36015,Inf,7.30136873550696e-12,1.97325574551022e-08,"FIG00672414: hypothetical protein"
"clust_0830","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"Methionine ABC transporter permease protein"
"clust_0830","group5","ortho_id",35,43215,8,36007,3.64512914845848,0.000326420071817483,0.0070266249585143,"Methionine ABC transporter permease protein"
"clust_0830","group6","ortho_id",0,9267,43,69955,0,0.00779177401642257,0.0913575643986263,"Methionine ABC transporter permease protein"
"clust_0831","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"COG1835: Predicted acyltransferases"
"clust_0831","group5","ortho_id",32,43218,11,36004,2.42341072072731,0.00894118413086188,0.0985292363397831,"COG1835: Predicted acyltransferases"
"clust_0833","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"FIG00671986: hypothetical protein"
"clust_0833","group5","ortho_id",35,43215,8,36007,3.64512914845848,0.000326420071817483,0.0070266249585143,"FIG00671986: hypothetical protein"
"clust_0835","group5","ortho_id",34,43216,9,36006,3.14735221844429,0.00110815350855491,0.0188653682078448,"FIG00671967: hypothetical protein"
"clust_0835","group6","ortho_id",0,9267,43,69955,0,0.00779177401642257,0.0913575643986263,"FIG00671967: hypothetical protein"
"clust_0836","group5","ortho_id",33,43217,10,36005,2.7491789368157,0.00333086969550742,0.0459478669055726,"FIG00672056: hypothetical protein"
"clust_0836","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"FIG00672056: hypothetical protein"
"clust_0837","group5","ortho_id",34,43216,9,36006,3.14735221844429,0.00110815350855491,0.0188653682078448,"ABC transporter, ATP-binding protein"
"clust_0837","group6","ortho_id",0,9267,43,69955,0,0.00779177401642257,0.0913575643986263,"ABC transporter, ATP-binding protein"
"clust_0838","group5","ortho_id",34,43216,9,36006,3.14735221844429,0.00110815350855491,0.0188653682078448,"Putative integral membrane protein"
"clust_0838","group6","ortho_id",0,9267,43,69955,0,0.00779177401642257,0.0913575643986263,"Putative integral membrane protein"
"clust_0839","group5","ortho_id",30,43220,12,36003,2.08248547518733,0.0299888898611839,0.253471380528552,"sugar binding-protein dependent transporter system permease"
"clust_0840","group5","ortho_id",35,43215,7,36008,4.16600565440749,0.000134881140742857,0.00411508022147845,"Transcriptional regulator"
"clust_0840","group6","ortho_id",0,9267,42,69956,0,0.0128824727995602,0.135514588181167,"Transcriptional regulator"
"clust_0844","group3","ortho_id",1,15429,40,63795,0.103370005838296,0.00252490366963747,0.0357265056326408,"COG0657: Esterase/lipase"
"clust_0844","group5","ortho_id",29,43221,12,36003,2.01302757041478,0.0413406849987601,0.299393965122563,"COG0657: Esterase/lipase"
"clust_0845","group3","ortho_id",0,15430,41,63794,0,0.000227222708856259,0.00503007486069443,"Site-specific recombinase"
"clust_0845","group6","ortho_id",0,9267,41,69957,0,0.0122737042863945,0.129488778045563,"Site-specific recombinase"
"clust_0845","group5","ortho_id",40,43210,1,36014,33.3381516348912,7.44879333762864e-10,4.31378244165419e-07,"Site-specific recombinase"
"clust_0846","group6","ortho_id",0,9267,41,69957,0,0.0122737042863945,0.129488778045563,"Pullulanase (EC 3.2.1.41)"
"clust_0846","group3","ortho_id",1,15429,40,63795,0.103370005838296,0.00252490366963747,0.0357265056326408,"Pullulanase (EC 3.2.1.41)"
"clust_0846","group5","ortho_id",35,43215,6,36009,4.86050313349705,5.10103330553875e-05,0.0018239427908702,"Pullulanase (EC 3.2.1.41)"
"clust_0850","group3","ortho_id",0,15430,41,63794,0,0.000227222708856259,0.00503007486069443,"FIG00672312: hypothetical protein"
"clust_0850","group5","ortho_id",35,43215,6,36009,4.86050313349705,5.10103330553875e-05,0.0018239427908702,"FIG00672312: hypothetical protein"
"clust_0853","group3","ortho_id",0,15430,41,63794,0,0.000227222708856259,0.00503007486069443,"FIG00424102: hypothetical protein"
"clust_0853","group5","ortho_id",35,43215,6,36009,4.86050313349705,5.10103330553875e-05,0.0018239427908702,"FIG00424102: hypothetical protein"
"clust_0853","group6","ortho_id",0,9267,41,69957,0,0.0122737042863945,0.129488778045563,"FIG00424102: hypothetical protein"
"clust_0854","group6","ortho_id",9,9258,31,69967,2.19407440913744,0.0452683474646501,0.316264062177093,"ABC-type sugar transport system, permease component"
"clust_0854","group5","ortho_id",14,43236,26,35989,0.448208931640463,0.0163525648067746,0.163278949891782,"ABC-type sugar transport system, permease component"
"clust_0855","group7","ortho_id",9,1429,31,77796,15.8062945223422,3.4239747642566e-08,9.74060750698297e-06,"hypothetical protein"
"clust_0855","group6","ortho_id",0,9267,40,69958,0,0.0119498061894694,0.126359362416264,"hypothetical protein"
"clust_0856","group5","ortho_id",32,43218,8,36007,3.33244074602637,0.00121479979103365,0.0206484130099645,"FIG00672124: hypothetical protein"
"clust_0857","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)"
"clust_0857","group6","ortho_id",0,9267,40,69958,0,0.0119498061894694,0.126359362416264,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)"
"clust_0857","group5","ortho_id",35,43215,5,36010,5.83279098592384,1.74804453652708e-05,0.000737201981327825,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)"
"clust_0858","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"2-dehydropantoate 2-reductase (EC 1.1.1.169)"
"clust_0858","group6","ortho_id",0,9267,40,69958,0,0.0119498061894694,0.126359362416264,"2-dehydropantoate 2-reductase (EC 1.1.1.169)"
"clust_0858","group5","ortho_id",35,43215,5,36010,5.83279098592384,1.74804453652708e-05,0.000737201981327825,"2-dehydropantoate 2-reductase (EC 1.1.1.169)"
"clust_0861","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"hypothetical protein"
"clust_0861","group6","ortho_id",0,9267,40,69958,0,0.0119498061894694,0.126359362416264,"hypothetical protein"
"clust_0861","group5","ortho_id",40,43210,0,36015,Inf,5.26776116714607e-11,1.22027687436939e-07,"hypothetical protein"
"clust_0862","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"ABC-type cobalt transport system, ATPase component"
"clust_0862","group6","ortho_id",0,9267,40,69958,0,0.0119498061894694,0.126359362416264,"ABC-type cobalt transport system, ATPase component"
"clust_0862","group5","ortho_id",35,43215,5,36010,5.83279098592384,1.74804453652708e-05,0.000737201981327825,"ABC-type cobalt transport system, ATPase component"
"clust_0863","group6","ortho_id",9,9258,31,69967,2.19407440913744,0.0452683474646501,0.316264062177093,"ABC-type sugar transport systems, permease components"
"clust_0863","group5","ortho_id",13,43237,27,35988,0.400760585770551,0.00634522681552295,0.0760465819860402,"ABC-type sugar transport systems, permease components"
"clust_0865","group5","ortho_id",32,43218,7,36008,3.80863854039749,0.000542438516113202,0.0108658576380897,"ABC transporter, ATP-binding protein"
"clust_0866","group5","ortho_id",32,43218,7,36008,3.80863854039749,0.000542438516113202,0.0108658576380897,"FIG00672307: hypothetical protein"
"clust_0867","group3","ortho_id",0,15430,39,63796,0,0.000358014523014895,0.00762452483388723,"Hydrogen peroxide-inducible genes activator"
"clust_0867","group5","ortho_id",33,43217,6,36009,4.58253905448739,0.000136718669607173,0.0041672210282239,"Hydrogen peroxide-inducible genes activator"
"clust_0868","group3","ortho_id",0,15430,39,63796,0,0.000358014523014895,0.00762452483388723,"FIG00672109: hypothetical protein"
"clust_0868","group5","ortho_id",36,43214,3,36012,10.0020931065363,3.88124290249038e-07,3.39279214476187e-05,"FIG00672109: hypothetical protein"
"clust_0868","group6","ortho_id",0,9267,39,69959,0,0.0119037400823786,0.126077790532861,"FIG00672109: hypothetical protein"
"clust_0872","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"response regulator of two-component system"
"clust_0872","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"response regulator of two-component system"
"clust_0872","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"response regulator of two-component system"
"clust_0873","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Inositol-1-phosphate synthase (EC 5.5.1.4)"
"clust_0873","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"Inositol-1-phosphate synthase (EC 5.5.1.4)"
"clust_0873","group5","ortho_id",33,43217,5,36010,5.4992279419451,2.94859476488018e-05,0.00110422490554075,"Inositol-1-phosphate synthase (EC 5.5.1.4)"
"clust_0874","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"FIG00672052: hypothetical protein"
"clust_0874","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"FIG00672052: hypothetical protein"
"clust_0874","group5","ortho_id",38,43212,0,36015,Inf,2.0049932368289e-10,3.61244087019989e-07,"FIG00672052: hypothetical protein"
"clust_0875","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"FIG00672336: hypothetical protein"
"clust_0875","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"FIG00672336: hypothetical protein"
"clust_0875","group5","ortho_id",38,43212,0,36015,Inf,2.0049932368289e-10,3.61244087019989e-07,"FIG00672336: hypothetical protein"
"clust_0877","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"putative transport protein"
"clust_0877","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"putative transport protein"
"clust_0877","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"putative transport protein"
"clust_0878","group5","ortho_id",38,43212,0,36015,Inf,2.0049932368289e-10,3.61244087019989e-07,"FIG00672369: hypothetical protein"
"clust_0878","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"FIG00672369: hypothetical protein"
"clust_0878","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"FIG00672369: hypothetical protein"
"clust_0879","group5","ortho_id",29,43221,9,36006,2.6842124029017,0.0083315664770579,0.0972996155626449,"ABC-type transporter, permease component"
"clust_0879","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"ABC-type transporter, permease component"
"clust_0880","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB"
"clust_0880","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB"
"clust_0880","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB"
"clust_0881","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Alkanesulfonates-binding protein"
"clust_0881","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"Alkanesulfonates-binding protein"
"clust_0881","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"Alkanesulfonates-binding protein"
"clust_0882","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"Alkanesulfonates transport system permease protein"
"clust_0882","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Alkanesulfonates transport system permease protein"
"clust_0882","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"Alkanesulfonates transport system permease protein"
"clust_0883","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"L-lactate dehydrogenase (EC 1.1.1.27)"
"clust_0883","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"L-lactate dehydrogenase (EC 1.1.1.27)"
"clust_0883","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"L-lactate dehydrogenase (EC 1.1.1.27)"
"clust_0884","group5","ortho_id",29,43221,9,36006,2.6842124029017,0.0083315664770579,0.0972996155626449,"Sialidase (EC 3.2.1.18)"
"clust_0884","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"Sialidase (EC 3.2.1.18)"
"clust_0885","group5","ortho_id",29,43221,9,36006,2.6842124029017,0.0083315664770579,0.0972996155626449,"Dihydrodipicolinate synthase (EC 4.2.1.52)"
"clust_0885","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"Dihydrodipicolinate synthase (EC 4.2.1.52)"
"clust_0886","group5","ortho_id",29,43221,9,36006,2.6842124029017,0.0083315664770579,0.0972996155626449,"FIG00547092: hypothetical protein"
"clust_0886","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"FIG00547092: hypothetical protein"
"clust_0887","group5","ortho_id",29,43221,9,36006,2.6842124029017,0.0083315664770579,0.0972996155626449,"FIG00544816: hypothetical protein"
"clust_0887","group6","ortho_id",0,9267,38,69960,0,0.019060511282599,0.175887954778899,"FIG00544816: hypothetical protein"
"clust_0889","group5","ortho_id",37,43213,0,36015,Inf,1.92482343329318e-10,3.61244087019989e-07,"Uridine phosphorylase (EC 2.4.2.3)"
"clust_0889","group6","ortho_id",0,9267,37,69961,0,0.0184111064825164,0.175887954778899,"Uridine phosphorylase (EC 2.4.2.3)"
"clust_0889","group3","ortho_id",0,15430,37,63798,0,0.000564678062496267,0.0112765235497638,"Uridine phosphorylase (EC 2.4.2.3)"
"clust_0890","group6","ortho_id",0,9267,37,69961,0,0.0184111064825164,0.175887954778899,"Trehalose synthase (EC 5.4.99.16)"
"clust_0891","group5","ortho_id",35,43215,2,36013,14.5844864311944,1.22267605020527e-07,1.44816926329787e-05,"FIG00672339: hypothetical protein"
"clust_0891","group3","ortho_id",0,15430,37,63798,0,0.000564678062496267,0.0112765235497638,"FIG00672339: hypothetical protein"
"clust_0891","group6","ortho_id",0,9267,37,69961,0,0.0184111064825164,0.175887954778899,"FIG00672339: hypothetical protein"
"clust_0892","group3","ortho_id",0,15430,37,63798,0,0.000564678062496267,0.0112765235497638,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"clust_0892","group5","ortho_id",34,43216,3,36012,9.44628638366067,1.1734096135621e-06,9.12586263247781e-05,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
