"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV04|SEQ00925"	"clust_1155"	"fid|85481756|locus|VBIGarVag246433_0925|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 0288E]"	"fid|85481756|locus|VBIGarVag246433_0925"	"SEQ00925"	"Gardnerella vaginalis 0288E"
"GV06|SEQ00154"	"clust_1140"	"fid|85489021|locus|VBIGarVag244004_0154|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis 1400E]"	"fid|85489021|locus|VBIGarVag244004_0154"	"SEQ00154"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00155"	"clust_1141"	"fid|85489023|locus|VBIGarVag244004_0155|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis 1400E]"	"fid|85489023|locus|VBIGarVag244004_0155"	"SEQ00155"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00156"	"clust_1142"	"fid|85489025|locus|VBIGarVag244004_0156|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis 1400E]"	"fid|85489025|locus|VBIGarVag244004_0156"	"SEQ00156"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00159"	"clust_1143"	"fid|85489031|locus|VBIGarVag244004_0159|   ABC transporter, solute-binding protein   [Gardnerella vaginalis 1400E]"	"fid|85489031|locus|VBIGarVag244004_0159"	"SEQ00159"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00172"	"clust_1144"	"fid|85489059|locus|VBIGarVag244004_0172|   hypothetical protein   [Gardnerella vaginalis 1400E]"	"fid|85489059|locus|VBIGarVag244004_0172"	"SEQ00172"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00389"	"clust_1147"	"fid|85489521|locus|VBIGarVag244004_0389|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis 1400E]"	"fid|85489521|locus|VBIGarVag244004_0389"	"SEQ00389"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00390"	"clust_1146"	"fid|85489523|locus|VBIGarVag244004_0390|   Xylose repressor XylR (ROK family)   [Gardnerella vaginalis 1400E]"	"fid|85489523|locus|VBIGarVag244004_0390"	"SEQ00390"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00700"	"clust_1154"	"fid|85490187|locus|VBIGarVag244004_0700|   FIG00672247: hypothetical protein   [Gardnerella vaginalis 1400E]"	"fid|85490187|locus|VBIGarVag244004_0700"	"SEQ00700"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00721"	"clust_1148"	"fid|85490232|locus|VBIGarVag244004_0721|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis 1400E]"	"fid|85490232|locus|VBIGarVag244004_0721"	"SEQ00721"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00722"	"clust_1149"	"fid|85490234|locus|VBIGarVag244004_0722|   FIG01114224: hypothetical protein   [Gardnerella vaginalis 1400E]"	"fid|85490234|locus|VBIGarVag244004_0722"	"SEQ00722"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00841"	"clust_1158"	"fid|85490482|locus|VBIGarVag244004_0841|   hypothetical protein   [Gardnerella vaginalis 1400E]"	"fid|85490482|locus|VBIGarVag244004_0841"	"SEQ00841"	"Gardnerella vaginalis 1400E"
"GV06|SEQ00974"	"clust_1152"	"fid|85490761|locus|VBIGarVag244004_0974|   FIG00424915: hypothetical protein   [Gardnerella vaginalis 1400E]"	"fid|85490761|locus|VBIGarVag244004_0974"	"SEQ00974"	"Gardnerella vaginalis 1400E"
"GV06|SEQ01048"	"clust_1150"	"fid|85490915|locus|VBIGarVag244004_1048|   transcription regulator, probable   [Gardnerella vaginalis 1400E]"	"fid|85490915|locus|VBIGarVag244004_1048"	"SEQ01048"	"Gardnerella vaginalis 1400E"
"GV06|SEQ01049"	"clust_1151"	"fid|85490917|locus|VBIGarVag244004_1049|   Zeta toxin   [Gardnerella vaginalis 1400E]"	"fid|85490917|locus|VBIGarVag244004_1049"	"SEQ01049"	"Gardnerella vaginalis 1400E"
"GV06|SEQ01121"	"clust_1053"	"fid|85491068|locus|VBIGarVag244004_1121|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 1400E]"	"fid|85491068|locus|VBIGarVag244004_1121"	"SEQ01121"	"Gardnerella vaginalis 1400E"
"GV06|SEQ01326"	"clust_1155"	"fid|85491485|locus|VBIGarVag244004_1326|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 1400E]"	"fid|85491485|locus|VBIGarVag244004_1326"	"SEQ01326"	"Gardnerella vaginalis 1400E"
"GV08|SEQ00221"	"clust_1053"	"fid|85474827|locus|VBIGarVag251521_0221|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 284V]"	"fid|85474827|locus|VBIGarVag251521_0221"	"SEQ00221"	"Gardnerella vaginalis 284V"
"GV08|SEQ00401"	"clust_1158"	"fid|85475203|locus|VBIGarVag251521_0401|   hypothetical protein   [Gardnerella vaginalis 284V]"	"fid|85475203|locus|VBIGarVag251521_0401"	"SEQ00401"	"Gardnerella vaginalis 284V"
"GV08|SEQ00610"	"clust_1152"	"fid|85475636|locus|VBIGarVag251521_0610|   FIG00424915: hypothetical protein   [Gardnerella vaginalis 284V]"	"fid|85475636|locus|VBIGarVag251521_0610"	"SEQ00610"	"Gardnerella vaginalis 284V"
"GV08|SEQ00611"	"clust_1151"	"fid|85475638|locus|VBIGarVag251521_0611|   Zeta toxin   [Gardnerella vaginalis 284V]"	"fid|85475638|locus|VBIGarVag251521_0611"	"SEQ00611"	"Gardnerella vaginalis 284V"
"GV08|SEQ00612"	"clust_1150"	"fid|85475640|locus|VBIGarVag251521_0612|   transcription regulator, probable   [Gardnerella vaginalis 284V]"	"fid|85475640|locus|VBIGarVag251521_0612"	"SEQ00612"	"Gardnerella vaginalis 284V"
"GV08|SEQ00620"	"clust_1149"	"fid|85475656|locus|VBIGarVag251521_0620|   FIG01114224: hypothetical protein   [Gardnerella vaginalis 284V]"	"fid|85475656|locus|VBIGarVag251521_0620"	"SEQ00620"	"Gardnerella vaginalis 284V"
"GV08|SEQ00621"	"clust_1148"	"fid|85475658|locus|VBIGarVag251521_0621|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis 284V]"	"fid|85475658|locus|VBIGarVag251521_0621"	"SEQ00621"	"Gardnerella vaginalis 284V"
"GV08|SEQ00663"	"clust_1154"	"fid|85475748|locus|VBIGarVag251521_0663|   FIG00672247: hypothetical protein   [Gardnerella vaginalis 284V]"	"fid|85475748|locus|VBIGarVag251521_0663"	"SEQ00663"	"Gardnerella vaginalis 284V"
"GV08|SEQ00866"	"clust_1155"	"fid|85476162|locus|VBIGarVag251521_0866|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 284V]"	"fid|85476162|locus|VBIGarVag251521_0866"	"SEQ00866"	"Gardnerella vaginalis 284V"
"GV08|SEQ01019"	"clust_1140"	"fid|85476483|locus|VBIGarVag251521_1019|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis 284V]"	"fid|85476483|locus|VBIGarVag251521_1019"	"SEQ01019"	"Gardnerella vaginalis 284V"
"GV08|SEQ01020"	"clust_1141"	"fid|85476485|locus|VBIGarVag251521_1020|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis 284V]"	"fid|85476485|locus|VBIGarVag251521_1020"	"SEQ01020"	"Gardnerella vaginalis 284V"
"GV08|SEQ01021"	"clust_1142"	"fid|85476487|locus|VBIGarVag251521_1021|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis 284V]"	"fid|85476487|locus|VBIGarVag251521_1021"	"SEQ01021"	"Gardnerella vaginalis 284V"
"GV08|SEQ01024"	"clust_1143"	"fid|85476493|locus|VBIGarVag251521_1024|   ABC transporter, solute-binding protein   [Gardnerella vaginalis 284V]"	"fid|85476493|locus|VBIGarVag251521_1024"	"SEQ01024"	"Gardnerella vaginalis 284V"
"GV08|SEQ01044"	"clust_1144"	"fid|85476535|locus|VBIGarVag251521_1044|   hypothetical protein   [Gardnerella vaginalis 284V]"	"fid|85476535|locus|VBIGarVag251521_1044"	"SEQ01044"	"Gardnerella vaginalis 284V"
"GV08|SEQ01229"	"clust_1053"	"fid|85476921|locus|VBIGarVag251521_1229|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 284V]"	"fid|85476921|locus|VBIGarVag251521_1229"	"SEQ01229"	"Gardnerella vaginalis 284V"
"GV08|SEQ01231"	"clust_1147"	"fid|85476925|locus|VBIGarVag251521_1231|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis 284V]"	"fid|85476925|locus|VBIGarVag251521_1231"	"SEQ01231"	"Gardnerella vaginalis 284V"
"GV08|SEQ01232"	"clust_1146"	"fid|85476927|locus|VBIGarVag251521_1232|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis 284V]"	"fid|85476927|locus|VBIGarVag251521_1232"	"SEQ01232"	"Gardnerella vaginalis 284V"
"GV09|SEQ00061"	"clust_1144"	"fid|55259264|locus|VBIGarVag169280_0061|   hypothetical protein   [Gardnerella vaginalis 315-A]"	"fid|55259264|locus|VBIGarVag169280_0061"	"SEQ00061"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00077"	"clust_1143"	"fid|55259299|locus|VBIGarVag169280_0077|   ABC transporter, solute-binding protein   [Gardnerella vaginalis 315-A]"	"fid|55259299|locus|VBIGarVag169280_0077"	"SEQ00077"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00079"	"clust_1142"	"fid|55259303|locus|VBIGarVag169280_0079|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis 315-A]"	"fid|55259303|locus|VBIGarVag169280_0079"	"SEQ00079"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00080"	"clust_1141"	"fid|55259305|locus|VBIGarVag169280_0080|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis 315-A]"	"fid|55259305|locus|VBIGarVag169280_0080"	"SEQ00080"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00081"	"clust_1140"	"fid|55259307|locus|VBIGarVag169280_0081|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis 315-A]"	"fid|55259307|locus|VBIGarVag169280_0081"	"SEQ00081"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00300"	"clust_1152"	"fid|55259766|locus|VBIGarVag169280_0300|   FIG00424915: hypothetical protein   [Gardnerella vaginalis 315-A]"	"fid|55259766|locus|VBIGarVag169280_0300"	"SEQ00300"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00301"	"clust_1151"	"fid|55259768|locus|VBIGarVag169280_0301|   Zeta toxin   [Gardnerella vaginalis 315-A]"	"fid|55259768|locus|VBIGarVag169280_0301"	"SEQ00301"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00302"	"clust_1150"	"fid|55259770|locus|VBIGarVag169280_0302|   transcription regulator, probable   [Gardnerella vaginalis 315-A]"	"fid|55259770|locus|VBIGarVag169280_0302"	"SEQ00302"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00410"	"clust_1158"	"fid|55259992|locus|VBIGarVag169280_0410|   hypothetical protein   [Gardnerella vaginalis 315-A]"	"fid|55259992|locus|VBIGarVag169280_0410"	"SEQ00410"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00591"	"clust_1053"	"fid|55260371|locus|VBIGarVag169280_0591|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 315-A]"	"fid|55260371|locus|VBIGarVag169280_0591"	"SEQ00591"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00729"	"clust_1154"	"fid|55260657|locus|VBIGarVag169280_0729|   FIG00672247: hypothetical protein   [Gardnerella vaginalis 315-A]"	"fid|55260657|locus|VBIGarVag169280_0729"	"SEQ00729"	"Gardnerella vaginalis 315-A"
"GV09|SEQ00782"	"clust_1155"	"fid|55260765|locus|VBIGarVag169280_0782|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 315-A]"	"fid|55260765|locus|VBIGarVag169280_0782"	"SEQ00782"	"Gardnerella vaginalis 315-A"
"GV09|SEQ01266"	"clust_1053"	"fid|55261775|locus|VBIGarVag169280_1266|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 315-A]"	"fid|55261775|locus|VBIGarVag169280_1266"	"SEQ01266"	"Gardnerella vaginalis 315-A"
"GV09|SEQ01268"	"clust_1147"	"fid|55261779|locus|VBIGarVag169280_1268|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis 315-A]"	"fid|55261779|locus|VBIGarVag169280_1268"	"SEQ01268"	"Gardnerella vaginalis 315-A"
"GV09|SEQ01269"	"clust_1146"	"fid|55261781|locus|VBIGarVag169280_1269|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis 315-A]"	"fid|55261781|locus|VBIGarVag169280_1269"	"SEQ01269"	"Gardnerella vaginalis 315-A"
"GV09|SEQ01317"	"clust_1148"	"fid|55261887|locus|VBIGarVag169280_1317|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis 315-A]"	"fid|55261887|locus|VBIGarVag169280_1317"	"SEQ01317"	"Gardnerella vaginalis 315-A"
"GV09|SEQ01318"	"clust_1149"	"fid|55261889|locus|VBIGarVag169280_1318|   FIG01114224: hypothetical protein   [Gardnerella vaginalis 315-A]"	"fid|55261889|locus|VBIGarVag169280_1318"	"SEQ01318"	"Gardnerella vaginalis 315-A"
"GV11|SEQ00483"	"clust_1150"	"fid|52549290|locus|VBIGarVag171052_0483|   transcription regulator, probable   [Gardnerella vaginalis 41V]"	"fid|52549290|locus|VBIGarVag171052_0483"	"SEQ00483"	"Gardnerella vaginalis 41V"
"GV11|SEQ00484"	"clust_1151"	"fid|52549292|locus|VBIGarVag171052_0484|   Zeta toxin   [Gardnerella vaginalis 41V]"	"fid|52549292|locus|VBIGarVag171052_0484"	"SEQ00484"	"Gardnerella vaginalis 41V"
"GV11|SEQ00485"	"clust_1152"	"fid|52549294|locus|VBIGarVag171052_0485|   FIG00424915: hypothetical protein   [Gardnerella vaginalis 41V]"	"fid|52549294|locus|VBIGarVag171052_0485"	"SEQ00485"	"Gardnerella vaginalis 41V"
"GV11|SEQ00574"	"clust_1146"	"fid|52549483|locus|VBIGarVag171052_0574|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis 41V]"	"fid|52549483|locus|VBIGarVag171052_0574"	"SEQ00574"	"Gardnerella vaginalis 41V"
"GV11|SEQ00575"	"clust_1147"	"fid|52549485|locus|VBIGarVag171052_0575|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis 41V]"	"fid|52549485|locus|VBIGarVag171052_0575"	"SEQ00575"	"Gardnerella vaginalis 41V"
"GV11|SEQ00577"	"clust_1053"	"fid|52549489|locus|VBIGarVag171052_0577|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 41V]"	"fid|52549489|locus|VBIGarVag171052_0577"	"SEQ00577"	"Gardnerella vaginalis 41V"
"GV11|SEQ00711"	"clust_1149"	"fid|52549771|locus|VBIGarVag171052_0711|   FIG01114224: hypothetical protein   [Gardnerella vaginalis 41V]"	"fid|52549771|locus|VBIGarVag171052_0711"	"SEQ00711"	"Gardnerella vaginalis 41V"
"GV11|SEQ00712"	"clust_1148"	"fid|52549773|locus|VBIGarVag171052_0712|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis 41V]"	"fid|52549773|locus|VBIGarVag171052_0712"	"SEQ00712"	"Gardnerella vaginalis 41V"
"GV11|SEQ00883"	"clust_1144"	"fid|52550129|locus|VBIGarVag171052_0883|   hypothetical protein   [Gardnerella vaginalis 41V]"	"fid|52550129|locus|VBIGarVag171052_0883"	"SEQ00883"	"Gardnerella vaginalis 41V"
"GV11|SEQ00895"	"clust_1143"	"fid|52550155|locus|VBIGarVag171052_0895|   ABC transporter, solute-binding protein   [Gardnerella vaginalis 41V]"	"fid|52550155|locus|VBIGarVag171052_0895"	"SEQ00895"	"Gardnerella vaginalis 41V"
"GV11|SEQ00918"	"clust_1140"	"fid|52550205|locus|VBIGarVag171052_0918|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis 41V]"	"fid|52550205|locus|VBIGarVag171052_0918"	"SEQ00918"	"Gardnerella vaginalis 41V"
"GV11|SEQ00919"	"clust_1141"	"fid|52550207|locus|VBIGarVag171052_0919|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis 41V]"	"fid|52550207|locus|VBIGarVag171052_0919"	"SEQ00919"	"Gardnerella vaginalis 41V"
"GV11|SEQ00920"	"clust_1142"	"fid|52550209|locus|VBIGarVag171052_0920|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis 41V]"	"fid|52550209|locus|VBIGarVag171052_0920"	"SEQ00920"	"Gardnerella vaginalis 41V"
"GV11|SEQ00942"	"clust_1154"	"fid|52550259|locus|VBIGarVag171052_0942|   FIG00672247: hypothetical protein   [Gardnerella vaginalis 41V]"	"fid|52550259|locus|VBIGarVag171052_0942"	"SEQ00942"	"Gardnerella vaginalis 41V"
"GV11|SEQ01018"	"clust_1155"	"fid|52550418|locus|VBIGarVag171052_1018|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 41V]"	"fid|52550418|locus|VBIGarVag171052_1018"	"SEQ01018"	"Gardnerella vaginalis 41V"
"GV11|SEQ01074"	"clust_1053"	"fid|52550539|locus|VBIGarVag171052_1074|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 41V]"	"fid|52550539|locus|VBIGarVag171052_1074"	"SEQ01074"	"Gardnerella vaginalis 41V"
"GV11|SEQ01308"	"clust_1158"	"fid|52551049|locus|VBIGarVag171052_1308|   hypothetical protein   [Gardnerella vaginalis 41V]"	"fid|52551049|locus|VBIGarVag171052_1308"	"SEQ01308"	"Gardnerella vaginalis 41V"
"GV13|SEQ00113"	"clust_1140"	"fid|85486164|locus|VBIGarVag244533_0113|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis 55152]"	"fid|85486164|locus|VBIGarVag244533_0113"	"SEQ00113"	"Gardnerella vaginalis 55152"
"GV13|SEQ00114"	"clust_1141"	"fid|85486166|locus|VBIGarVag244533_0114|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis 55152]"	"fid|85486166|locus|VBIGarVag244533_0114"	"SEQ00114"	"Gardnerella vaginalis 55152"
"GV13|SEQ00115"	"clust_1142"	"fid|85486168|locus|VBIGarVag244533_0115|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis 55152]"	"fid|85486168|locus|VBIGarVag244533_0115"	"SEQ00115"	"Gardnerella vaginalis 55152"
"GV13|SEQ00118"	"clust_1143"	"fid|85486174|locus|VBIGarVag244533_0118|   ABC transporter, solute-binding protein   [Gardnerella vaginalis 55152]"	"fid|85486174|locus|VBIGarVag244533_0118"	"SEQ00118"	"Gardnerella vaginalis 55152"
"GV13|SEQ00131"	"clust_1144"	"fid|85486202|locus|VBIGarVag244533_0131|   hypothetical protein   [Gardnerella vaginalis 55152]"	"fid|85486202|locus|VBIGarVag244533_0131"	"SEQ00131"	"Gardnerella vaginalis 55152"
"GV13|SEQ00340"	"clust_1155"	"fid|85486631|locus|VBIGarVag244533_0340|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 55152]"	"fid|85486631|locus|VBIGarVag244533_0340"	"SEQ00340"	"Gardnerella vaginalis 55152"
"GV13|SEQ00393"	"clust_1146"	"fid|85486745|locus|VBIGarVag244533_0393|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis 55152]"	"fid|85486745|locus|VBIGarVag244533_0393"	"SEQ00393"	"Gardnerella vaginalis 55152"
"GV13|SEQ00394"	"clust_1147"	"fid|85486747|locus|VBIGarVag244533_0394|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis 55152]"	"fid|85486747|locus|VBIGarVag244533_0394"	"SEQ00394"	"Gardnerella vaginalis 55152"
"GV13|SEQ00396"	"clust_1053"	"fid|85486751|locus|VBIGarVag244533_0396|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 55152]"	"fid|85486751|locus|VBIGarVag244533_0396"	"SEQ00396"	"Gardnerella vaginalis 55152"
"GV13|SEQ00504"	"clust_1152"	"fid|85486971|locus|VBIGarVag244533_0504|   FIG00424915: hypothetical protein   [Gardnerella vaginalis 55152]"	"fid|85486971|locus|VBIGarVag244533_0504"	"SEQ00504"	"Gardnerella vaginalis 55152"
"GV13|SEQ00505"	"clust_1151"	"fid|85486973|locus|VBIGarVag244533_0505|   Zeta toxin   [Gardnerella vaginalis 55152]"	"fid|85486973|locus|VBIGarVag244533_0505"	"SEQ00505"	"Gardnerella vaginalis 55152"
"GV13|SEQ00506"	"clust_1150"	"fid|85486975|locus|VBIGarVag244533_0506|   transcription regulator, probable   [Gardnerella vaginalis 55152]"	"fid|85486975|locus|VBIGarVag244533_0506"	"SEQ00506"	"Gardnerella vaginalis 55152"
"GV13|SEQ00754"	"clust_1158"	"fid|85487498|locus|VBIGarVag244533_0754|   hypothetical protein   [Gardnerella vaginalis 55152]"	"fid|85487498|locus|VBIGarVag244533_0754"	"SEQ00754"	"Gardnerella vaginalis 55152"
"GV13|SEQ01002"	"clust_1148"	"fid|85488020|locus|VBIGarVag244533_1002|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis 55152]"	"fid|85488020|locus|VBIGarVag244533_1002"	"SEQ01002"	"Gardnerella vaginalis 55152"
"GV13|SEQ01003"	"clust_1149"	"fid|85488022|locus|VBIGarVag244533_1003|   FIG01114224: hypothetical protein   [Gardnerella vaginalis 55152]"	"fid|85488022|locus|VBIGarVag244533_1003"	"SEQ01003"	"Gardnerella vaginalis 55152"
"GV13|SEQ01132"	"clust_1154"	"fid|85488298|locus|VBIGarVag244533_1132|   FIG00672247: hypothetical protein   [Gardnerella vaginalis 55152]"	"fid|85488298|locus|VBIGarVag244533_1132"	"SEQ01132"	"Gardnerella vaginalis 55152"
"GV16|SEQ00188"	"clust_1140"	"fid|85477492|locus|VBIGarVag246379_0188|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis 75712]"	"fid|85477492|locus|VBIGarVag246379_0188"	"SEQ00188"	"Gardnerella vaginalis 75712"
"GV16|SEQ00189"	"clust_1141"	"fid|85477494|locus|VBIGarVag246379_0189|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis 75712]"	"fid|85477494|locus|VBIGarVag246379_0189"	"SEQ00189"	"Gardnerella vaginalis 75712"
"GV16|SEQ00190"	"clust_1142"	"fid|85477496|locus|VBIGarVag246379_0190|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis 75712]"	"fid|85477496|locus|VBIGarVag246379_0190"	"SEQ00190"	"Gardnerella vaginalis 75712"
