"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV01|SEQ00139"	"clust_0739"	"fid|85494384|locus|VBIGarVag247323_0139|   Translation elongation factor Tu   [Gardnerella vaginalis 00703Bmash]"	"fid|85494384|locus|VBIGarVag247323_0139"	"SEQ00139"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00165"	"clust_0796"	"fid|85494437|locus|VBIGarVag247323_0165|   FIG00671967: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85494437|locus|VBIGarVag247323_0165"	"SEQ00165"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00192"	"clust_0799"	"fid|85494496|locus|VBIGarVag247323_0192|   FIG00672212: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85494496|locus|VBIGarVag247323_0192"	"SEQ00192"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00201"	"clust_0787"	"fid|85494516|locus|VBIGarVag247323_0201|   Dihydrofolate reductase (EC 1.5.1.3)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494516|locus|VBIGarVag247323_0201"	"SEQ00201"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00212"	"clust_0786"	"fid|85494538|locus|VBIGarVag247323_0212|   Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494538|locus|VBIGarVag247323_0212"	"SEQ00212"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00236"	"clust_0789"	"fid|85494588|locus|VBIGarVag247323_0236|   Conserved protein DUF552   [Gardnerella vaginalis 00703Bmash]"	"fid|85494588|locus|VBIGarVag247323_0236"	"SEQ00236"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00237"	"clust_0788"	"fid|85494590|locus|VBIGarVag247323_0237|   Cell division protein FtsZ (EC 3.4.24.-)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494590|locus|VBIGarVag247323_0237"	"SEQ00237"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00267"	"clust_0043"	"fid|85494654|locus|VBIGarVag247323_0267|   Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494654|locus|VBIGarVag247323_0267"	"SEQ00267"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00290"	"clust_0802"	"fid|85494703|locus|VBIGarVag247323_0290|   Xanthine/uracil permease family   [Gardnerella vaginalis 00703Bmash]"	"fid|85494703|locus|VBIGarVag247323_0290"	"SEQ00290"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00299"	"clust_0803"	"fid|85494721|locus|VBIGarVag247323_0299|   Enolase (EC 4.2.1.11)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494721|locus|VBIGarVag247323_0299"	"SEQ00299"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00326"	"clust_0798"	"fid|85494785|locus|VBIGarVag247323_0326|   Pyruvate kinase (EC 2.7.1.40)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494785|locus|VBIGarVag247323_0326"	"SEQ00326"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00327"	"clust_0732"	"fid|85494791|locus|VBIGarVag247323_0327|   N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494791|locus|VBIGarVag247323_0327"	"SEQ00327"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00331"	"clust_0731"	"fid|85494799|locus|VBIGarVag247323_0331|   FIG00672472: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85494799|locus|VBIGarVag247323_0331"	"SEQ00331"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00332"	"clust_0730"	"fid|85494801|locus|VBIGarVag247323_0332|   FIG00423926: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85494801|locus|VBIGarVag247323_0332"	"SEQ00332"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00347"	"clust_0724"	"fid|85494833|locus|VBIGarVag247323_0347|   LSU ribosomal protein L25p   [Gardnerella vaginalis 00703Bmash]"	"fid|85494833|locus|VBIGarVag247323_0347"	"SEQ00347"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00352"	"clust_0736"	"fid|85494843|locus|VBIGarVag247323_0352|   YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA   [Gardnerella vaginalis 00703Bmash]"	"fid|85494843|locus|VBIGarVag247323_0352"	"SEQ00352"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00357"	"clust_0735"	"fid|85494853|locus|VBIGarVag247323_0357|   3'-to-5' oligoribonuclease (orn)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494853|locus|VBIGarVag247323_0357"	"SEQ00357"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00378"	"clust_0734"	"fid|85494895|locus|VBIGarVag247323_0378|   Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)   [Gardnerella vaginalis 00703Bmash]"	"fid|85494895|locus|VBIGarVag247323_0378"	"SEQ00378"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00393"	"clust_0801"	"fid|85494925|locus|VBIGarVag247323_0393|   Putative integral membrane protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85494925|locus|VBIGarVag247323_0393"	"SEQ00393"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00395"	"clust_0723"	"fid|85494929|locus|VBIGarVag247323_0395|   SSU ribosomal protein S20p   [Gardnerella vaginalis 00703Bmash]"	"fid|85494929|locus|VBIGarVag247323_0395"	"SEQ00395"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00425"	"clust_0808"	"fid|85494989|locus|VBIGarVag247323_0425|   FIG00672362: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85494989|locus|VBIGarVag247323_0425"	"SEQ00425"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00438"	"clust_0733"	"fid|85495017|locus|VBIGarVag247323_0438|   Protein Implicated in DNA repair function with RecA and MutS   [Gardnerella vaginalis 00703Bmash]"	"fid|85495017|locus|VBIGarVag247323_0438"	"SEQ00438"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00457"	"clust_0721"	"fid|85495057|locus|VBIGarVag247323_0457|   Aquaporin Z   [Gardnerella vaginalis 00703Bmash]"	"fid|85495057|locus|VBIGarVag247323_0457"	"SEQ00457"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00474"	"clust_0719"	"fid|85495093|locus|VBIGarVag247323_0474|   hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495093|locus|VBIGarVag247323_0474"	"SEQ00474"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00488"	"clust_0720"	"fid|85495121|locus|VBIGarVag247323_0488|   FIG030330: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495121|locus|VBIGarVag247323_0488"	"SEQ00488"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00498"	"clust_0718"	"fid|85495141|locus|VBIGarVag247323_0498|   ABC-type polar amino acid transport system, ATPase component   [Gardnerella vaginalis 00703Bmash]"	"fid|85495141|locus|VBIGarVag247323_0498"	"SEQ00498"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00519"	"clust_0725"	"fid|85495183|locus|VBIGarVag247323_0519|   Phosphoserine phosphatase (EC 3.1.3.3)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495183|locus|VBIGarVag247323_0519"	"SEQ00519"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00557"	"clust_0726"	"fid|85495260|locus|VBIGarVag247323_0557|   Transcription termination protein NusB   [Gardnerella vaginalis 00703Bmash]"	"fid|85495260|locus|VBIGarVag247323_0557"	"SEQ00557"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00564"	"clust_0727"	"fid|85495274|locus|VBIGarVag247323_0564|   Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495274|locus|VBIGarVag247323_0564"	"SEQ00564"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00577"	"clust_0728"	"fid|85495300|locus|VBIGarVag247323_0577|   ATPase YjeE, predicted to have essential role in cell wall biosynthesis   [Gardnerella vaginalis 00703Bmash]"	"fid|85495300|locus|VBIGarVag247323_0577"	"SEQ00577"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00582"	"clust_0729"	"fid|85495310|locus|VBIGarVag247323_0582|   conserved hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495310|locus|VBIGarVag247323_0582"	"SEQ00582"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00599"	"clust_0761"	"fid|85495347|locus|VBIGarVag247323_0599|   hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495347|locus|VBIGarVag247323_0599"	"SEQ00599"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00606"	"clust_0762"	"fid|85495361|locus|VBIGarVag247323_0606|   Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495361|locus|VBIGarVag247323_0606"	"SEQ00606"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00611"	"clust_0763"	"fid|85495371|locus|VBIGarVag247323_0611|   FIG00996186: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495371|locus|VBIGarVag247323_0611"	"SEQ00611"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00617"	"clust_0758"	"fid|85495383|locus|VBIGarVag247323_0617|   FIG00424069: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495383|locus|VBIGarVag247323_0617"	"SEQ00617"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00649"	"clust_0757"	"fid|85495451|locus|VBIGarVag247323_0649|   Ribonuclease P protein component (EC 3.1.26.5)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495451|locus|VBIGarVag247323_0649"	"SEQ00649"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00659"	"clust_0756"	"fid|85495471|locus|VBIGarVag247323_0659|   FIG00672187: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495471|locus|VBIGarVag247323_0659"	"SEQ00659"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00671"	"clust_0755"	"fid|85495495|locus|VBIGarVag247323_0671|   Putative ESX-1 secretion system component Rv3877   [Gardnerella vaginalis 00703Bmash]"	"fid|85495495|locus|VBIGarVag247323_0671"	"SEQ00671"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00677"	"clust_0754"	"fid|85495507|locus|VBIGarVag247323_0677|   Integral membrane protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495507|locus|VBIGarVag247323_0677"	"SEQ00677"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00684"	"clust_0753"	"fid|85495525|locus|VBIGarVag247323_0684|   probable cation-transporting ATPase V   [Gardnerella vaginalis 00703Bmash]"	"fid|85495525|locus|VBIGarVag247323_0684"	"SEQ00684"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00692"	"clust_0016"	"fid|85495543|locus|VBIGarVag247323_0692|   FIG00672336: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495543|locus|VBIGarVag247323_0692"	"SEQ00692"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00715"	"clust_0752"	"fid|85495591|locus|VBIGarVag247323_0715|   possible phospholipase/carboxylesterase   [Gardnerella vaginalis 00703Bmash]"	"fid|85495591|locus|VBIGarVag247323_0715"	"SEQ00715"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00720"	"clust_0006"	"fid|85495602|locus|VBIGarVag247323_0720|   Hydroxyethylthiazole kinase (EC 2.7.1.50)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495602|locus|VBIGarVag247323_0720"	"SEQ00720"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00769"	"clust_0717"	"fid|85495700|locus|VBIGarVag247323_0769|   HspR, transcriptional repressor of DnaK operon   [Gardnerella vaginalis 00703Bmash]"	"fid|85495700|locus|VBIGarVag247323_0769"	"SEQ00769"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00782"	"clust_0722"	"fid|85495730|locus|VBIGarVag247323_0782|   Putative ABC transport system exported protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495730|locus|VBIGarVag247323_0782"	"SEQ00782"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00789"	"clust_0760"	"fid|85495745|locus|VBIGarVag247323_0789|   Fructose-bisphosphate aldolase class II (EC 4.1.2.13)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495745|locus|VBIGarVag247323_0789"	"SEQ00789"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00814"	"clust_0759"	"fid|85495795|locus|VBIGarVag247323_0814|   Polyphosphate kinase (EC 2.7.4.1)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495795|locus|VBIGarVag247323_0814"	"SEQ00814"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00843"	"clust_0764"	"fid|85495855|locus|VBIGarVag247323_0843|   ABC transporter permease protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495855|locus|VBIGarVag247323_0843"	"SEQ00843"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00849"	"clust_0765"	"fid|85495867|locus|VBIGarVag247323_0849|   FIG00672300: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495867|locus|VBIGarVag247323_0849"	"SEQ00849"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00854"	"clust_0795"	"fid|85495877|locus|VBIGarVag247323_0854|   FIG00672518: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85495877|locus|VBIGarVag247323_0854"	"SEQ00854"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00861"	"clust_0766"	"fid|85495891|locus|VBIGarVag247323_0861|   Ribonucleotide reduction protein NrdI   [Gardnerella vaginalis 00703Bmash]"	"fid|85495891|locus|VBIGarVag247323_0861"	"SEQ00861"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00867"	"clust_0767"	"fid|85495903|locus|VBIGarVag247323_0867|   Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495903|locus|VBIGarVag247323_0867"	"SEQ00867"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00902"	"clust_0768"	"fid|85495979|locus|VBIGarVag247323_0902|   Phosphate transport system permease protein PstA (TC 3.A.1.7.1)   [Gardnerella vaginalis 00703Bmash]"	"fid|85495979|locus|VBIGarVag247323_0902"	"SEQ00902"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00919"	"clust_0769"	"fid|85496013|locus|VBIGarVag247323_0919|   FIG00672191: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496013|locus|VBIGarVag247323_0919"	"SEQ00919"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00923"	"clust_0770"	"fid|85496021|locus|VBIGarVag247323_0923|   FIG00424295: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496021|locus|VBIGarVag247323_0923"	"SEQ00923"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00927"	"clust_0771"	"fid|85496035|locus|VBIGarVag247323_0927|   LSU ribosomal protein L33p   [Gardnerella vaginalis 00703Bmash]"	"fid|85496035|locus|VBIGarVag247323_0927"	"SEQ00927"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00932"	"clust_0772"	"fid|85496045|locus|VBIGarVag247323_0932|   Integral membrane protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496045|locus|VBIGarVag247323_0932"	"SEQ00932"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00939"	"clust_0773"	"fid|85496061|locus|VBIGarVag247323_0939|   SSU ribosomal protein S9p (S16e)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496061|locus|VBIGarVag247323_0939"	"SEQ00939"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00947"	"clust_0774"	"fid|85496077|locus|VBIGarVag247323_0947|   LSU ribosomal protein L22p (L17e)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496077|locus|VBIGarVag247323_0947"	"SEQ00947"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00952"	"clust_0775"	"fid|85496087|locus|VBIGarVag247323_0952|   LSU ribosomal protein L5p (L11e)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496087|locus|VBIGarVag247323_0952"	"SEQ00952"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00955"	"clust_0776"	"fid|85496093|locus|VBIGarVag247323_0955|   LSU ribosomal protein L18p (L5e)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496093|locus|VBIGarVag247323_0955"	"SEQ00955"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ00962"	"clust_0777"	"fid|85496107|locus|VBIGarVag247323_0962|   SSU ribosomal protein S13p (S18e)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496107|locus|VBIGarVag247323_0962"	"SEQ00962"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01014"	"clust_0778"	"fid|85496217|locus|VBIGarVag247323_1014|   probable DeoR-type transcriptional regulator   [Gardnerella vaginalis 00703Bmash]"	"fid|85496217|locus|VBIGarVag247323_1014"	"SEQ01014"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01035"	"clust_0779"	"fid|85496268|locus|VBIGarVag247323_1035|   Mevalonate kinase (EC 2.7.1.36)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496268|locus|VBIGarVag247323_1035"	"SEQ01035"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01050"	"clust_0780"	"fid|85496298|locus|VBIGarVag247323_1050|   FIG00424144: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496298|locus|VBIGarVag247323_1050"	"SEQ01050"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01053"	"clust_0781"	"fid|85496304|locus|VBIGarVag247323_1053|   Nicotinate phosphoribosyltransferase (EC 2.4.2.11)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496304|locus|VBIGarVag247323_1053"	"SEQ01053"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01054"	"clust_0782"	"fid|85496306|locus|VBIGarVag247323_1054|   FIG00423807: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496306|locus|VBIGarVag247323_1054"	"SEQ01054"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01057"	"clust_0783"	"fid|85496312|locus|VBIGarVag247323_1057|   COG1399 protein, clustered with ribosomal protein L32p   [Gardnerella vaginalis 00703Bmash]"	"fid|85496312|locus|VBIGarVag247323_1057"	"SEQ01057"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01065"	"clust_0794"	"fid|85496329|locus|VBIGarVag247323_1065|   FIG00672343: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496329|locus|VBIGarVag247323_1065"	"SEQ01065"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01076"	"clust_0004"	"fid|85496351|locus|VBIGarVag247323_1076|   LPXTG-motif cell wall anchor domain protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496351|locus|VBIGarVag247323_1076"	"SEQ01076"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01092"	"clust_0784"	"fid|85496385|locus|VBIGarVag247323_1092|   SSU ribosomal protein S4p (S9e)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496385|locus|VBIGarVag247323_1092"	"SEQ01092"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01103"	"clust_0785"	"fid|85496407|locus|VBIGarVag247323_1103|   Permeases of the major facilitator superfamily   [Gardnerella vaginalis 00703Bmash]"	"fid|85496407|locus|VBIGarVag247323_1103"	"SEQ01103"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01122"	"clust_0797"	"fid|85496446|locus|VBIGarVag247323_1122|   Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy   [Gardnerella vaginalis 00703Bmash]"	"fid|85496446|locus|VBIGarVag247323_1122"	"SEQ01122"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01128"	"clust_0738"	"fid|85496458|locus|VBIGarVag247323_1128|   tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496458|locus|VBIGarVag247323_1128"	"SEQ01128"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01163"	"clust_0014"	"fid|85496528|locus|VBIGarVag247323_1163|   FIG00672052: hypothetical protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496528|locus|VBIGarVag247323_1163"	"SEQ01163"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01173"	"clust_0800"	"fid|85496548|locus|VBIGarVag247323_1173|   ABC transporter, ATP-binding protein   [Gardnerella vaginalis 00703Bmash]"	"fid|85496548|locus|VBIGarVag247323_1173"	"SEQ01173"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01182"	"clust_0804"	"fid|85496566|locus|VBIGarVag247323_1182|   NAD kinase (EC 2.7.1.23)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496566|locus|VBIGarVag247323_1182"	"SEQ01182"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01194"	"clust_0805"	"fid|85496590|locus|VBIGarVag247323_1194|   Topoisomerase IV subunit B (EC 5.99.1.-)   [Gardnerella vaginalis 00703Bmash]"	"fid|85496590|locus|VBIGarVag247323_1194"	"SEQ01194"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01199"	"clust_0806"	"fid|85496600|locus|VBIGarVag247323_1199|   Permeases of the major facilitator superfamily   [Gardnerella vaginalis 00703Bmash]"	"fid|85496600|locus|VBIGarVag247323_1199"	"SEQ01199"	"Gardnerella vaginalis 00703Bmash"
"GV01|SEQ01211"	"clust_0807"	"fid|85496624|locus|VBIGarVag247323_1211|   GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I   [Gardnerella vaginalis 00703Bmash]"	"fid|85496624|locus|VBIGarVag247323_1211"	"SEQ01211"	"Gardnerella vaginalis 00703Bmash"
