"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV14|SEQ00928"	"clust_1364"	"fid|85503751|locus|VBIGarVag244375_0928|   Phosphocarrier protein of PTS system   [Gardnerella vaginalis 6119V5]"	"fid|85503751|locus|VBIGarVag244375_0928"	"SEQ00928"	"Gardnerella vaginalis 6119V5"
"GV14|SEQ00929"	"clust_1363"	"fid|85503753|locus|VBIGarVag244375_0929|   Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)   [Gardnerella vaginalis 6119V5]"	"fid|85503753|locus|VBIGarVag244375_0929"	"SEQ00929"	"Gardnerella vaginalis 6119V5"
"GV14|SEQ00930"	"clust_1362"	"fid|85503755|locus|VBIGarVag244375_0930|   Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)   [Gardnerella vaginalis 6119V5]"	"fid|85503755|locus|VBIGarVag244375_0930"	"SEQ00930"	"Gardnerella vaginalis 6119V5"
"GV14|SEQ00931"	"clust_1361"	"fid|85503757|locus|VBIGarVag244375_0931|   FIG00672124: hypothetical protein   [Gardnerella vaginalis 6119V5]"	"fid|85503757|locus|VBIGarVag244375_0931"	"SEQ00931"	"Gardnerella vaginalis 6119V5"
"GV14|SEQ00932"	"clust_1360"	"fid|85503759|locus|VBIGarVag244375_0932|   Putative integral membrane protein   [Gardnerella vaginalis 6119V5]"	"fid|85503759|locus|VBIGarVag244375_0932"	"SEQ00932"	"Gardnerella vaginalis 6119V5"
"GV14|SEQ01187"	"clust_1372"	"fid|85504302|locus|VBIGarVag244375_1187|   FIG00672299: hypothetical protein   [Gardnerella vaginalis 6119V5]"	"fid|85504302|locus|VBIGarVag244375_1187"	"SEQ01187"	"Gardnerella vaginalis 6119V5"
"GV15|SEQ00049"	"clust_1365"	"fid|85483584|locus|VBIGarVag249709_0049|   Galactose operon repressor, GalR-LacI family of transcriptional regulators   [Gardnerella vaginalis 6420B]"	"fid|85483584|locus|VBIGarVag249709_0049"	"SEQ00049"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00050"	"clust_1364"	"fid|85483586|locus|VBIGarVag249709_0050|   Phosphocarrier protein of PTS system   [Gardnerella vaginalis 6420B]"	"fid|85483586|locus|VBIGarVag249709_0050"	"SEQ00050"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00051"	"clust_1363"	"fid|85483588|locus|VBIGarVag249709_0051|   Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)   [Gardnerella vaginalis 6420B]"	"fid|85483588|locus|VBIGarVag249709_0051"	"SEQ00051"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00052"	"clust_1362"	"fid|85483590|locus|VBIGarVag249709_0052|   Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)   [Gardnerella vaginalis 6420B]"	"fid|85483590|locus|VBIGarVag249709_0052"	"SEQ00052"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00053"	"clust_1361"	"fid|85483592|locus|VBIGarVag249709_0053|   FIG00672124: hypothetical protein   [Gardnerella vaginalis 6420B]"	"fid|85483592|locus|VBIGarVag249709_0053"	"SEQ00053"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00054"	"clust_1360"	"fid|85483594|locus|VBIGarVag249709_0054|   Putative integral membrane protein   [Gardnerella vaginalis 6420B]"	"fid|85483594|locus|VBIGarVag249709_0054"	"SEQ00054"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00442"	"clust_1377"	"fid|85484406|locus|VBIGarVag249709_0442|   FIG00672145: hypothetical protein   [Gardnerella vaginalis 6420B]"	"fid|85484406|locus|VBIGarVag249709_0442"	"SEQ00442"	"Gardnerella vaginalis 6420B"
"GV15|SEQ00622"	"clust_1381"	"fid|85484789|locus|VBIGarVag249709_0622|   FIG00672568: hypothetical protein   [Gardnerella vaginalis 6420B]"	"fid|85484789|locus|VBIGarVag249709_0622"	"SEQ00622"	"Gardnerella vaginalis 6420B"
"GV15|SEQ01034"	"clust_1372"	"fid|85485650|locus|VBIGarVag249709_1034|   FIG00672299: hypothetical protein   [Gardnerella vaginalis 6420B]"	"fid|85485650|locus|VBIGarVag249709_1034"	"SEQ01034"	"Gardnerella vaginalis 6420B"
"GV17|SEQ00019"	"clust_1360"	"fid|37850034|locus|VBIGarVag146634_0019|   Putative integral membrane protein   [Gardnerella vaginalis AMD]"	"fid|37850034|locus|VBIGarVag146634_0019"	"SEQ00019"	"Gardnerella vaginalis AMD"
"GV17|SEQ00020"	"clust_1361"	"fid|37850036|locus|VBIGarVag146634_0020|   FIG00672124: hypothetical protein   [Gardnerella vaginalis AMD]"	"fid|37850036|locus|VBIGarVag146634_0020"	"SEQ00020"	"Gardnerella vaginalis AMD"
"GV17|SEQ00021"	"clust_1362"	"fid|37850038|locus|VBIGarVag146634_0021|   Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)   [Gardnerella vaginalis AMD]"	"fid|37850038|locus|VBIGarVag146634_0021"	"SEQ00021"	"Gardnerella vaginalis AMD"
"GV17|SEQ00022"	"clust_1363"	"fid|37850040|locus|VBIGarVag146634_0022|   Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)   [Gardnerella vaginalis AMD]"	"fid|37850040|locus|VBIGarVag146634_0022"	"SEQ00022"	"Gardnerella vaginalis AMD"
"GV17|SEQ00023"	"clust_1364"	"fid|37850042|locus|VBIGarVag146634_0023|   Phosphocarrier protein of PTS system   [Gardnerella vaginalis AMD]"	"fid|37850042|locus|VBIGarVag146634_0023"	"SEQ00023"	"Gardnerella vaginalis AMD"
"GV17|SEQ00024"	"clust_1365"	"fid|37850044|locus|VBIGarVag146634_0024|   Galactose operon repressor, GalR-LacI family of transcriptional regulators   [Gardnerella vaginalis AMD]"	"fid|37850044|locus|VBIGarVag146634_0024"	"SEQ00024"	"Gardnerella vaginalis AMD"
"GV17|SEQ00366"	"clust_1377"	"fid|37850751|locus|VBIGarVag146634_0366|   FIG00672145: hypothetical protein   [Gardnerella vaginalis AMD]"	"fid|37850751|locus|VBIGarVag146634_0366"	"SEQ00366"	"Gardnerella vaginalis AMD"
"GV17|SEQ00987"	"clust_1381"	"fid|37852062|locus|VBIGarVag146634_0987|   FIG00672568: hypothetical protein   [Gardnerella vaginalis AMD]"	"fid|37852062|locus|VBIGarVag146634_0987"	"SEQ00987"	"Gardnerella vaginalis AMD"
"GV17|SEQ01200"	"clust_1372"	"fid|37852501|locus|VBIGarVag146634_1200|   FIG00672299: hypothetical protein   [Gardnerella vaginalis AMD]"	"fid|37852501|locus|VBIGarVag146634_1200"	"SEQ01200"	"Gardnerella vaginalis AMD"
