"short_id"	"genome_name"	"accession"	"annotation"	"feature_type"	"na_feature_id"	"locus_tag"	"gene"	"product"	"ec_number"	"ec_name"	"figfam_id"	"go_id"	"go_term"	"pathway_id"	"pathway_name"	"ortho_id"
"fid|32148336|locus|VBIGarVag136958_1119"	"Gardnerella vaginalis 409-05"	"NC_013721"	"PATRIC"	"CDS"	32148336	"VBIGarVag136958_1119"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|37850034|locus|VBIGarVag146634_0019"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850034	"VBIGarVag146634_0019"	NA	"Putative integral membrane protein"	NA	NA	"FIG00732228"	NA	NA	NA	NA	"clust_1360"
"fid|37850036|locus|VBIGarVag146634_0020"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850036	"VBIGarVag146634_0020"	NA	"FIG00672124: hypothetical protein"	NA	NA	"FIG00672121"	NA	NA	NA	NA	"clust_1361"
"fid|37850038|locus|VBIGarVag146634_0021"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850038	"VBIGarVag146634_0021"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	900	"Terpenoid backbone biosynthesis"	"clust_1362"
"fid|37850038|locus|VBIGarVag146634_0021"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850038	"VBIGarVag146634_0021"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	540	"Lipopolysaccharide biosynthesis"	"clust_1362"
"fid|37850040|locus|VBIGarVag146634_0022"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850040	"VBIGarVag146634_0022"	NA	"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"	"2.7.3.9"	"Phosphoenolpyruvate--protein phosphotransferase"	"FIG00028694"	"GO:0008965"	"phosphoenolpyruvate-protein phosphotransferase activity"	NA	NA	"clust_1363"
"fid|37850042|locus|VBIGarVag146634_0023"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850042	"VBIGarVag146634_0023"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
"fid|37850042|locus|VBIGarVag146634_0023"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850042	"VBIGarVag146634_0023"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|37850044|locus|VBIGarVag146634_0024"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000001"	"PATRIC"	"CDS"	37850044	"VBIGarVag146634_0024"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|37850751|locus|VBIGarVag146634_0366"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000002"	"PATRIC"	"CDS"	37850751	"VBIGarVag146634_0366"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|37852062|locus|VBIGarVag146634_0987"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000009"	"PATRIC"	"CDS"	37852062	"VBIGarVag146634_0987"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|37852501|locus|VBIGarVag146634_1200"	"Gardnerella vaginalis AMD"	"NZ_ADAM01000010"	"PATRIC"	"CDS"	37852501	"VBIGarVag146634_1200"	NA	"FIG00672299: hypothetical protein"	NA	NA	"FIG01853939"	NA	NA	NA	NA	"clust_1372"
"fid|37852690|locus|VBIGarVag144721_0020"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852690	"VBIGarVag144721_0020"	NA	"Putative integral membrane protein"	NA	NA	"FIG00732228"	NA	NA	NA	NA	"clust_1360"
"fid|37852692|locus|VBIGarVag144721_0021"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852692	"VBIGarVag144721_0021"	NA	"FIG00672124: hypothetical protein"	NA	NA	"FIG00672121"	NA	NA	NA	NA	"clust_1361"
"fid|37852694|locus|VBIGarVag144721_0022"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852694	"VBIGarVag144721_0022"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	540	"Lipopolysaccharide biosynthesis"	"clust_1362"
"fid|37852694|locus|VBIGarVag144721_0022"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852694	"VBIGarVag144721_0022"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	900	"Terpenoid backbone biosynthesis"	"clust_1362"
"fid|37852696|locus|VBIGarVag144721_0023"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852696	"VBIGarVag144721_0023"	NA	"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"	"2.7.3.9"	"Phosphoenolpyruvate--protein phosphotransferase"	"FIG00028694"	"GO:0008965"	"phosphoenolpyruvate-protein phosphotransferase activity"	NA	NA	"clust_1363"
"fid|37852698|locus|VBIGarVag144721_0024"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852698	"VBIGarVag144721_0024"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
"fid|37852698|locus|VBIGarVag144721_0024"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852698	"VBIGarVag144721_0024"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|37852700|locus|VBIGarVag144721_0025"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000002"	"PATRIC"	"CDS"	37852700	"VBIGarVag144721_0025"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|37853589|locus|VBIGarVag144721_0455"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000003"	"PATRIC"	"CDS"	37853589	"VBIGarVag144721_0455"	NA	"FIG00672299: hypothetical protein"	NA	NA	"FIG01853939"	NA	NA	NA	NA	"clust_1372"
"fid|37854237|locus|VBIGarVag144721_0762"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000005"	"PATRIC"	"CDS"	37854237	"VBIGarVag144721_0762"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|37855228|locus|VBIGarVag144721_1199"	"Gardnerella vaginalis 5-1"	"NZ_ADAN01000094"	"PATRIC"	"CDS"	37855228	"VBIGarVag144721_1199"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|52546037|locus|VBIGarVag174900_0164"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546037	"VBIGarVag174900_0164"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|52546039|locus|VBIGarVag174900_0165"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546039	"VBIGarVag174900_0165"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|52546039|locus|VBIGarVag174900_0165"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546039	"VBIGarVag174900_0165"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
"fid|52546041|locus|VBIGarVag174900_0166"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546041	"VBIGarVag174900_0166"	NA	"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"	"2.7.3.9"	"Phosphoenolpyruvate--protein phosphotransferase"	"FIG00028694"	"GO:0008965"	"phosphoenolpyruvate-protein phosphotransferase activity"	NA	NA	"clust_1363"
"fid|52546043|locus|VBIGarVag174900_0167"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546043	"VBIGarVag174900_0167"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	900	"Terpenoid backbone biosynthesis"	"clust_1362"
"fid|52546043|locus|VBIGarVag174900_0167"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546043	"VBIGarVag174900_0167"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	540	"Lipopolysaccharide biosynthesis"	"clust_1362"
"fid|52546045|locus|VBIGarVag174900_0168"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546045	"VBIGarVag174900_0168"	NA	"FIG00672124: hypothetical protein"	NA	NA	"FIG00672121"	NA	NA	NA	NA	"clust_1361"
"fid|52546047|locus|VBIGarVag174900_0169"	"Gardnerella vaginalis 101"	"AEJD01000004"	"PATRIC"	"CDS"	52546047	"VBIGarVag174900_0169"	NA	"Putative integral membrane protein"	NA	NA	"FIG00732228"	NA	NA	NA	NA	"clust_1360"
"fid|52546628|locus|VBIGarVag174900_0444"	"Gardnerella vaginalis 101"	"AEJD01000006"	"PATRIC"	"CDS"	52546628	"VBIGarVag174900_0444"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|52547400|locus|VBIGarVag174900_0817"	"Gardnerella vaginalis 101"	"AEJD01000006"	"PATRIC"	"CDS"	52547400	"VBIGarVag174900_0817"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|52547996|locus|VBIGarVag174900_1104"	"Gardnerella vaginalis 101"	"AEJD01000007"	"PATRIC"	"CDS"	52547996	"VBIGarVag174900_1104"	NA	"FIG00672299: hypothetical protein"	NA	NA	"FIG01853939"	NA	NA	NA	NA	"clust_1372"
"fid|85483584|locus|VBIGarVag249709_0049"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483584	"VBIGarVag249709_0049"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|85483586|locus|VBIGarVag249709_0050"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483586	"VBIGarVag249709_0050"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
"fid|85483586|locus|VBIGarVag249709_0050"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483586	"VBIGarVag249709_0050"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|85483588|locus|VBIGarVag249709_0051"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483588	"VBIGarVag249709_0051"	NA	"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"	"2.7.3.9"	"Phosphoenolpyruvate--protein phosphotransferase"	"FIG00028694"	"GO:0008965"	"phosphoenolpyruvate-protein phosphotransferase activity"	NA	NA	"clust_1363"
"fid|85483590|locus|VBIGarVag249709_0052"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483590	"VBIGarVag249709_0052"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	540	"Lipopolysaccharide biosynthesis"	"clust_1362"
"fid|85483590|locus|VBIGarVag249709_0052"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483590	"VBIGarVag249709_0052"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	900	"Terpenoid backbone biosynthesis"	"clust_1362"
"fid|85483592|locus|VBIGarVag249709_0053"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483592	"VBIGarVag249709_0053"	NA	"FIG00672124: hypothetical protein"	NA	NA	"FIG00672121"	NA	NA	NA	NA	"clust_1361"
"fid|85483594|locus|VBIGarVag249709_0054"	"Gardnerella vaginalis 6420B"	"ADEP01000001"	"PATRIC"	"CDS"	85483594	"VBIGarVag249709_0054"	NA	"Putative integral membrane protein"	NA	NA	"FIG00732228"	NA	NA	NA	NA	"clust_1360"
"fid|85484406|locus|VBIGarVag249709_0442"	"Gardnerella vaginalis 6420B"	"ADEP01000005"	"PATRIC"	"CDS"	85484406	"VBIGarVag249709_0442"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|85484789|locus|VBIGarVag249709_0622"	"Gardnerella vaginalis 6420B"	"ADEP01000006"	"PATRIC"	"CDS"	85484789	"VBIGarVag249709_0622"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|85485650|locus|VBIGarVag249709_1034"	"Gardnerella vaginalis 6420B"	"ADEP01000010"	"PATRIC"	"CDS"	85485650	"VBIGarVag249709_1034"	NA	"FIG00672299: hypothetical protein"	NA	NA	"FIG01853939"	NA	NA	NA	NA	"clust_1372"
"fid|85492801|locus|VBIGarVag249177_0576"	"Gardnerella vaginalis 1500E"	"ADES01000011"	"PATRIC"	"CDS"	85492801	"VBIGarVag249177_0576"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|85493594|locus|VBIGarVag249177_0960"	"Gardnerella vaginalis 1500E"	"ADES01000014"	"PATRIC"	"CDS"	85493594	"VBIGarVag249177_0960"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|85493746|locus|VBIGarVag249177_1030"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493746	"VBIGarVag249177_1030"	NA	"Putative integral membrane protein"	NA	NA	"FIG00732228"	NA	NA	NA	NA	"clust_1360"
"fid|85493748|locus|VBIGarVag249177_1031"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493748	"VBIGarVag249177_1031"	NA	"FIG00672124: hypothetical protein"	NA	NA	"FIG00672121"	NA	NA	NA	NA	"clust_1361"
"fid|85493750|locus|VBIGarVag249177_1032"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493750	"VBIGarVag249177_1032"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	540	"Lipopolysaccharide biosynthesis"	"clust_1362"
"fid|85493750|locus|VBIGarVag249177_1032"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493750	"VBIGarVag249177_1032"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	900	"Terpenoid backbone biosynthesis"	"clust_1362"
"fid|85493752|locus|VBIGarVag249177_1033"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493752	"VBIGarVag249177_1033"	NA	"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"	"2.7.3.9"	"Phosphoenolpyruvate--protein phosphotransferase"	"FIG00028694"	"GO:0008965"	"phosphoenolpyruvate-protein phosphotransferase activity"	NA	NA	"clust_1363"
"fid|85493754|locus|VBIGarVag249177_1034"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493754	"VBIGarVag249177_1034"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
"fid|85493754|locus|VBIGarVag249177_1034"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493754	"VBIGarVag249177_1034"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|85493756|locus|VBIGarVag249177_1035"	"Gardnerella vaginalis 1500E"	"ADES01000020"	"PATRIC"	"CDS"	85493756	"VBIGarVag249177_1035"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|85493906|locus|VBIGarVag249177_1106"	"Gardnerella vaginalis 1500E"	"ADES01000026"	"PATRIC"	"CDS"	85493906	"VBIGarVag249177_1106"	NA	"FIG00672299: hypothetical protein"	NA	NA	"FIG01853939"	NA	NA	NA	NA	"clust_1372"
"fid|85499461|locus|VBIGarVag247424_0049"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000003"	"PATRIC"	"CDS"	85499461	"VBIGarVag247424_0049"	NA	"FIG00672299: hypothetical protein"	NA	NA	"FIG01853939"	NA	NA	NA	NA	"clust_1372"
"fid|85500088|locus|VBIGarVag247424_0344"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000004"	"PATRIC"	"CDS"	85500088	"VBIGarVag247424_0344"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|85500223|locus|VBIGarVag247424_0409"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500223	"VBIGarVag247424_0409"	NA	"Putative integral membrane protein"	NA	NA	"FIG00732228"	NA	NA	NA	NA	"clust_1360"
"fid|85500225|locus|VBIGarVag247424_0410"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500225	"VBIGarVag247424_0410"	NA	"FIG00672124: hypothetical protein"	NA	NA	"FIG00672121"	NA	NA	NA	NA	"clust_1361"
"fid|85500227|locus|VBIGarVag247424_0411"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500227	"VBIGarVag247424_0411"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	540	"Lipopolysaccharide biosynthesis"	"clust_1362"
"fid|85500227|locus|VBIGarVag247424_0411"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500227	"VBIGarVag247424_0411"	NA	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"2.7.1.-"	"Phosphotransferases with an alcohol group as acceptor."	"FIG00005464"	NA	NA	900	"Terpenoid backbone biosynthesis"	"clust_1362"
"fid|85500229|locus|VBIGarVag247424_0412"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500229	"VBIGarVag247424_0412"	NA	"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"	"2.7.3.9"	"Phosphoenolpyruvate--protein phosphotransferase"	"FIG00028694"	"GO:0008965"	"phosphoenolpyruvate-protein phosphotransferase activity"	NA	NA	"clust_1363"
"fid|85500231|locus|VBIGarVag247424_0413"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500231	"VBIGarVag247424_0413"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|85500231|locus|VBIGarVag247424_0413"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500231	"VBIGarVag247424_0413"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
"fid|85500233|locus|VBIGarVag247424_0414"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000006"	"PATRIC"	"CDS"	85500233	"VBIGarVag247424_0414"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|85500959|locus|VBIGarVag247424_0764"	"Gardnerella vaginalis 00703Dmash"	"ADEV01000009"	"PATRIC"	"CDS"	85500959	"VBIGarVag247424_0764"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|85502035|locus|VBIGarVag244375_0108"	"Gardnerella vaginalis 6119V5"	"ADEW01000002"	"PATRIC"	"CDS"	85502035	"VBIGarVag244375_0108"	NA	"FIG00672145: hypothetical protein"	NA	NA	"FIG00672143"	NA	NA	NA	NA	"clust_1377"
"fid|85502404|locus|VBIGarVag244375_0281"	"Gardnerella vaginalis 6119V5"	"ADEW01000003"	"PATRIC"	"CDS"	85502404	"VBIGarVag244375_0281"	NA	"FIG00672568: hypothetical protein"	NA	NA	"FIG00672567"	NA	NA	NA	NA	"clust_1381"
"fid|85503749|locus|VBIGarVag244375_0927"	"Gardnerella vaginalis 6119V5"	"ADEW01000009"	"PATRIC"	"CDS"	85503749	"VBIGarVag244375_0927"	NA	"Galactose operon repressor, GalR-LacI family of transcriptional regulators"	NA	NA	"FIG00003129"	NA	NA	NA	NA	"clust_1365"
"fid|85503751|locus|VBIGarVag244375_0928"	"Gardnerella vaginalis 6119V5"	"ADEW01000009"	"PATRIC"	"CDS"	85503751	"VBIGarVag244375_0928"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	NA	NA	"clust_1364"
"fid|85503751|locus|VBIGarVag244375_0928"	"Gardnerella vaginalis 6119V5"	"ADEW01000009"	"PATRIC"	"CDS"	85503751	"VBIGarVag244375_0928"	NA	"Phosphocarrier protein of PTS system"	NA	NA	"FIG01954533"	"GO:0005351"	"sugar:hydrogen ion symporter activity"	NA	NA	"clust_1364"
