"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV33|SEQ00254"	"clust_2152"	"fid|184001208|locus|VBIGarVag265557_0254|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001208|locus|VBIGarVag265557_0254"	"SEQ00254"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00260"	"clust_2153"	"fid|184001221|locus|VBIGarVag265557_0260|   Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)   [Gardnerella vaginalis JCP8481A]"	"fid|184001221|locus|VBIGarVag265557_0260"	"SEQ00260"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00262"	"clust_2154"	"fid|184001226|locus|VBIGarVag265557_0262|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001226|locus|VBIGarVag265557_0262"	"SEQ00262"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00301"	"clust_2155"	"fid|184001305|locus|VBIGarVag265557_0301|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001305|locus|VBIGarVag265557_0301"	"SEQ00301"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00337"	"clust_2156"	"fid|184001383|locus|VBIGarVag265557_0337|   FIG00672247: hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001383|locus|VBIGarVag265557_0337"	"SEQ00337"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00348"	"clust_2157"	"fid|184001410|locus|VBIGarVag265557_0348|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001410|locus|VBIGarVag265557_0348"	"SEQ00348"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00381"	"clust_2158"	"fid|184001483|locus|VBIGarVag265557_0381|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001483|locus|VBIGarVag265557_0381"	"SEQ00381"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00405"	"clust_2159"	"fid|184001532|locus|VBIGarVag265557_0405|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001532|locus|VBIGarVag265557_0405"	"SEQ00405"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00412"	"clust_2160"	"fid|184001546|locus|VBIGarVag265557_0412|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001546|locus|VBIGarVag265557_0412"	"SEQ00412"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00433"	"clust_2161"	"fid|184001592|locus|VBIGarVag265557_0433|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001592|locus|VBIGarVag265557_0433"	"SEQ00433"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00439"	"clust_2162"	"fid|184001606|locus|VBIGarVag265557_0439|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001606|locus|VBIGarVag265557_0439"	"SEQ00439"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00447"	"clust_2163"	"fid|184001622|locus|VBIGarVag265557_0447|   2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)   [Gardnerella vaginalis JCP8481A]"	"fid|184001622|locus|VBIGarVag265557_0447"	"SEQ00447"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00448"	"clust_2164"	"fid|184001624|locus|VBIGarVag265557_0448|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001624|locus|VBIGarVag265557_0448"	"SEQ00448"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00451"	"clust_2165"	"fid|184001630|locus|VBIGarVag265557_0451|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001630|locus|VBIGarVag265557_0451"	"SEQ00451"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00458"	"clust_2166"	"fid|184001647|locus|VBIGarVag265557_0458|   LPXTG-motif protein cell wall anchor domain protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001647|locus|VBIGarVag265557_0458"	"SEQ00458"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00463"	"clust_2167"	"fid|184001657|locus|VBIGarVag265557_0463|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001657|locus|VBIGarVag265557_0463"	"SEQ00463"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00465"	"clust_2168"	"fid|184001661|locus|VBIGarVag265557_0465|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001661|locus|VBIGarVag265557_0465"	"SEQ00465"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00478"	"clust_2169"	"fid|184001691|locus|VBIGarVag265557_0478|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001691|locus|VBIGarVag265557_0478"	"SEQ00478"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00491"	"clust_2170"	"fid|184001718|locus|VBIGarVag265557_0491|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001718|locus|VBIGarVag265557_0491"	"SEQ00491"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00503"	"clust_2171"	"fid|184001743|locus|VBIGarVag265557_0503|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001743|locus|VBIGarVag265557_0503"	"SEQ00503"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00542"	"clust_2172"	"fid|184001825|locus|VBIGarVag265557_0542|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001825|locus|VBIGarVag265557_0542"	"SEQ00542"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00544"	"clust_2173"	"fid|184001830|locus|VBIGarVag265557_0544|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001830|locus|VBIGarVag265557_0544"	"SEQ00544"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00545"	"clust_2174"	"fid|184001833|locus|VBIGarVag265557_0545|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001833|locus|VBIGarVag265557_0545"	"SEQ00545"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00554"	"clust_2175"	"fid|184001852|locus|VBIGarVag265557_0554|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001852|locus|VBIGarVag265557_0554"	"SEQ00554"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00584"	"clust_2176"	"fid|184001912|locus|VBIGarVag265557_0584|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001912|locus|VBIGarVag265557_0584"	"SEQ00584"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00585"	"clust_2177"	"fid|184001914|locus|VBIGarVag265557_0585|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001914|locus|VBIGarVag265557_0585"	"SEQ00585"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00586"	"clust_2178"	"fid|184001916|locus|VBIGarVag265557_0586|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001916|locus|VBIGarVag265557_0586"	"SEQ00586"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00587"	"clust_2179"	"fid|184001918|locus|VBIGarVag265557_0587|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001918|locus|VBIGarVag265557_0587"	"SEQ00587"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00588"	"clust_2180"	"fid|184001920|locus|VBIGarVag265557_0588|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001920|locus|VBIGarVag265557_0588"	"SEQ00588"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00600"	"clust_2181"	"fid|184001945|locus|VBIGarVag265557_0600|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001945|locus|VBIGarVag265557_0600"	"SEQ00600"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00601"	"clust_2182"	"fid|184001947|locus|VBIGarVag265557_0601|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001947|locus|VBIGarVag265557_0601"	"SEQ00601"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00614"	"clust_2183"	"fid|184001974|locus|VBIGarVag265557_0614|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001974|locus|VBIGarVag265557_0614"	"SEQ00614"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00624"	"clust_2184"	"fid|184001996|locus|VBIGarVag265557_0624|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184001996|locus|VBIGarVag265557_0624"	"SEQ00624"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00631"	"clust_2185"	"fid|184002012|locus|VBIGarVag265557_0631|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002012|locus|VBIGarVag265557_0631"	"SEQ00631"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00632"	"clust_2186"	"fid|184002014|locus|VBIGarVag265557_0632|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002014|locus|VBIGarVag265557_0632"	"SEQ00632"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00634"	"clust_2187"	"fid|184002018|locus|VBIGarVag265557_0634|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002018|locus|VBIGarVag265557_0634"	"SEQ00634"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00637"	"clust_2188"	"fid|184002024|locus|VBIGarVag265557_0637|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002024|locus|VBIGarVag265557_0637"	"SEQ00637"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00639"	"clust_2189"	"fid|184002028|locus|VBIGarVag265557_0639|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002028|locus|VBIGarVag265557_0639"	"SEQ00639"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00643"	"clust_2190"	"fid|184002037|locus|VBIGarVag265557_0643|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002037|locus|VBIGarVag265557_0643"	"SEQ00643"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00657"	"clust_2191"	"fid|184002069|locus|VBIGarVag265557_0657|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002069|locus|VBIGarVag265557_0657"	"SEQ00657"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00667"	"clust_2192"	"fid|184002090|locus|VBIGarVag265557_0667|   Translation initiation factor 2   [Gardnerella vaginalis JCP8481A]"	"fid|184002090|locus|VBIGarVag265557_0667"	"SEQ00667"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00669"	"clust_2193"	"fid|184002096|locus|VBIGarVag265557_0669|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002096|locus|VBIGarVag265557_0669"	"SEQ00669"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00675"	"clust_2194"	"fid|184002108|locus|VBIGarVag265557_0675|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002108|locus|VBIGarVag265557_0675"	"SEQ00675"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00692"	"clust_2195"	"fid|184002149|locus|VBIGarVag265557_0692|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002149|locus|VBIGarVag265557_0692"	"SEQ00692"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00695"	"clust_2196"	"fid|184002157|locus|VBIGarVag265557_0695|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002157|locus|VBIGarVag265557_0695"	"SEQ00695"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00697"	"clust_2197"	"fid|184002162|locus|VBIGarVag265557_0697|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002162|locus|VBIGarVag265557_0697"	"SEQ00697"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00711"	"clust_2198"	"fid|184002193|locus|VBIGarVag265557_0711|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002193|locus|VBIGarVag265557_0711"	"SEQ00711"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00757"	"clust_2199"	"fid|184002296|locus|VBIGarVag265557_0757|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002296|locus|VBIGarVag265557_0757"	"SEQ00757"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00855"	"clust_2200"	"fid|184002507|locus|VBIGarVag265557_0855|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002507|locus|VBIGarVag265557_0855"	"SEQ00855"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00857"	"clust_2201"	"fid|184002519|locus|VBIGarVag265557_0857|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002519|locus|VBIGarVag265557_0857"	"SEQ00857"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00876"	"clust_2202"	"fid|184002565|locus|VBIGarVag265557_0876|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002565|locus|VBIGarVag265557_0876"	"SEQ00876"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00880"	"clust_2203"	"fid|184002573|locus|VBIGarVag265557_0880|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002573|locus|VBIGarVag265557_0880"	"SEQ00880"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00881"	"clust_2204"	"fid|184002580|locus|VBIGarVag265557_0881|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002580|locus|VBIGarVag265557_0881"	"SEQ00881"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00884"	"clust_2205"	"fid|184002587|locus|VBIGarVag265557_0884|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002587|locus|VBIGarVag265557_0884"	"SEQ00884"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00895"	"clust_2206"	"fid|184002617|locus|VBIGarVag265557_0895|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002617|locus|VBIGarVag265557_0895"	"SEQ00895"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00898"	"clust_2207"	"fid|184002623|locus|VBIGarVag265557_0898|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002623|locus|VBIGarVag265557_0898"	"SEQ00898"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00958"	"clust_2208"	"fid|184002757|locus|VBIGarVag265557_0958|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002757|locus|VBIGarVag265557_0958"	"SEQ00958"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ00978"	"clust_2209"	"fid|184002798|locus|VBIGarVag265557_0978|   LPXTG-motif protein cell wall anchor domain protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002798|locus|VBIGarVag265557_0978"	"SEQ00978"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01027"	"clust_2210"	"fid|184002909|locus|VBIGarVag265557_1027|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002909|locus|VBIGarVag265557_1027"	"SEQ01027"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01038"	"clust_2211"	"fid|184002937|locus|VBIGarVag265557_1038|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002937|locus|VBIGarVag265557_1038"	"SEQ01038"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01039"	"clust_2212"	"fid|184002939|locus|VBIGarVag265557_1039|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002939|locus|VBIGarVag265557_1039"	"SEQ01039"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01040"	"clust_2213"	"fid|184002941|locus|VBIGarVag265557_1040|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002941|locus|VBIGarVag265557_1040"	"SEQ01040"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01041"	"clust_2214"	"fid|184002943|locus|VBIGarVag265557_1041|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002943|locus|VBIGarVag265557_1041"	"SEQ01041"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01042"	"clust_2215"	"fid|184002945|locus|VBIGarVag265557_1042|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002945|locus|VBIGarVag265557_1042"	"SEQ01042"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01043"	"clust_2216"	"fid|184002948|locus|VBIGarVag265557_1043|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002948|locus|VBIGarVag265557_1043"	"SEQ01043"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01053"	"clust_2217"	"fid|184002969|locus|VBIGarVag265557_1053|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002969|locus|VBIGarVag265557_1053"	"SEQ01053"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01059"	"clust_2218"	"fid|184002990|locus|VBIGarVag265557_1059|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184002990|locus|VBIGarVag265557_1059"	"SEQ01059"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01065"	"clust_2219"	"fid|184003005|locus|VBIGarVag265557_1065|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003005|locus|VBIGarVag265557_1065"	"SEQ01065"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01093"	"clust_2220"	"fid|184003064|locus|VBIGarVag265557_1093|   Secreted protein precursor   [Gardnerella vaginalis JCP8481A]"	"fid|184003064|locus|VBIGarVag265557_1093"	"SEQ01093"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01094"	"clust_2221"	"fid|184003066|locus|VBIGarVag265557_1094|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003066|locus|VBIGarVag265557_1094"	"SEQ01094"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01096"	"clust_2222"	"fid|184003070|locus|VBIGarVag265557_1096|   putative ATP-binding protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003070|locus|VBIGarVag265557_1096"	"SEQ01096"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01097"	"clust_2223"	"fid|184003072|locus|VBIGarVag265557_1097|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003072|locus|VBIGarVag265557_1097"	"SEQ01097"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01098"	"clust_2224"	"fid|184003074|locus|VBIGarVag265557_1098|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003074|locus|VBIGarVag265557_1098"	"SEQ01098"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01099"	"clust_2225"	"fid|184003076|locus|VBIGarVag265557_1099|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003076|locus|VBIGarVag265557_1099"	"SEQ01099"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01100"	"clust_2226"	"fid|184003078|locus|VBIGarVag265557_1100|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003078|locus|VBIGarVag265557_1100"	"SEQ01100"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01101"	"clust_2227"	"fid|184003080|locus|VBIGarVag265557_1101|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003080|locus|VBIGarVag265557_1101"	"SEQ01101"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01102"	"clust_2228"	"fid|184003082|locus|VBIGarVag265557_1102|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003082|locus|VBIGarVag265557_1102"	"SEQ01102"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01104"	"clust_2229"	"fid|184003087|locus|VBIGarVag265557_1104|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003087|locus|VBIGarVag265557_1104"	"SEQ01104"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01105"	"clust_2230"	"fid|184003089|locus|VBIGarVag265557_1105|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003089|locus|VBIGarVag265557_1105"	"SEQ01105"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01111"	"clust_2231"	"fid|184003104|locus|VBIGarVag265557_1111|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003104|locus|VBIGarVag265557_1111"	"SEQ01111"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01113"	"clust_2232"	"fid|184003110|locus|VBIGarVag265557_1113|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003110|locus|VBIGarVag265557_1113"	"SEQ01113"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01114"	"clust_2233"	"fid|184003117|locus|VBIGarVag265557_1114|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003117|locus|VBIGarVag265557_1114"	"SEQ01114"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01120"	"clust_2234"	"fid|184003129|locus|VBIGarVag265557_1120|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003129|locus|VBIGarVag265557_1120"	"SEQ01120"	"Gardnerella vaginalis JCP8481A"
