"short_id"	"genome_name"	"accession"	"annotation"	"feature_type"	"na_feature_id"	"locus_tag"	"gene"	"product"	"ec_number"	"ec_name"	"figfam_id"	"go_id"	"go_term"	"pathway_id"	"pathway_name"	"ortho_id"
"fid|183970229|locus|VBIGarVag276801_0403"	"Gardnerella vaginalis JCP7276"	"ATJR01000013"	"PATRIC"	"CDS"	183970229	"VBIGarVag276801_0403"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|183970493|locus|VBIGarVag276801_0531"	"Gardnerella vaginalis JCP7276"	"ATJR01000015"	"PATRIC"	"CDS"	183970493	"VBIGarVag276801_0531"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|183970631|locus|VBIGarVag276801_0598"	"Gardnerella vaginalis JCP7276"	"ATJR01000019"	"PATRIC"	"CDS"	183970631	"VBIGarVag276801_0598"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|183970633|locus|VBIGarVag276801_0599"	"Gardnerella vaginalis JCP7276"	"ATJR01000019"	"PATRIC"	"CDS"	183970633	"VBIGarVag276801_0599"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|183970637|locus|VBIGarVag276801_0601"	"Gardnerella vaginalis JCP7276"	"ATJR01000019"	"PATRIC"	"CDS"	183970637	"VBIGarVag276801_0601"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|183970867|locus|VBIGarVag276801_0710"	"Gardnerella vaginalis JCP7276"	"ATJR01000029"	"PATRIC"	"CDS"	183970867	"VBIGarVag276801_0710"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|183971213|locus|VBIGarVag276801_0865"	"Gardnerella vaginalis JCP7276"	"ATJR01000047"	"PATRIC"	"CDS"	183971213	"VBIGarVag276801_0865"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|183971265|locus|VBIGarVag276801_0889"	"Gardnerella vaginalis JCP7276"	"ATJR01000049"	"PATRIC"	"CDS"	183971265	"VBIGarVag276801_0889"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|183971267|locus|VBIGarVag276801_0890"	"Gardnerella vaginalis JCP7276"	"ATJR01000049"	"PATRIC"	"CDS"	183971267	"VBIGarVag276801_0890"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|183971269|locus|VBIGarVag276801_0891"	"Gardnerella vaginalis JCP7276"	"ATJR01000049"	"PATRIC"	"CDS"	183971269	"VBIGarVag276801_0891"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|183971894|locus|VBIGarVag276801_1158"	"Gardnerella vaginalis JCP7276"	"ATJR01000125"	"PATRIC"	"CDS"	183971894	"VBIGarVag276801_1158"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|183975131|locus|VBIGarVag268944_0021"	"Gardnerella vaginalis JCP7672"	"ATJP01000002"	"PATRIC"	"CDS"	183975131	"VBIGarVag268944_0021"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|183975142|locus|VBIGarVag268944_0026"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975142	"VBIGarVag268944_0026"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|183975148|locus|VBIGarVag268944_0029"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975148	"VBIGarVag268944_0029"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|183975150|locus|VBIGarVag268944_0030"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975150	"VBIGarVag268944_0030"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|183975150|locus|VBIGarVag268944_0030"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975150	"VBIGarVag268944_0030"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|183975150|locus|VBIGarVag268944_0030"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975150	"VBIGarVag268944_0030"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|183975150|locus|VBIGarVag268944_0030"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975150	"VBIGarVag268944_0030"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|183975152|locus|VBIGarVag268944_0031"	"Gardnerella vaginalis JCP7672"	"ATJP01000003"	"PATRIC"	"CDS"	183975152	"VBIGarVag268944_0031"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|183975345|locus|VBIGarVag268944_0123"	"Gardnerella vaginalis JCP7672"	"ATJP01000004"	"PATRIC"	"CDS"	183975345	"VBIGarVag268944_0123"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|183975772|locus|VBIGarVag268944_0327"	"Gardnerella vaginalis JCP7672"	"ATJP01000017"	"PATRIC"	"CDS"	183975772	"VBIGarVag268944_0327"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|183976077|locus|VBIGarVag268944_0472"	"Gardnerella vaginalis JCP7672"	"ATJP01000023"	"PATRIC"	"CDS"	183976077	"VBIGarVag268944_0472"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|183976077|locus|VBIGarVag268944_0472"	"Gardnerella vaginalis JCP7672"	"ATJP01000023"	"PATRIC"	"CDS"	183976077	"VBIGarVag268944_0472"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|183976079|locus|VBIGarVag268944_0473"	"Gardnerella vaginalis JCP7672"	"ATJP01000023"	"PATRIC"	"CDS"	183976079	"VBIGarVag268944_0473"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|183976238|locus|VBIGarVag268944_0546"	"Gardnerella vaginalis JCP7672"	"ATJP01000029"	"PATRIC"	"CDS"	183976238	"VBIGarVag268944_0546"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|183976240|locus|VBIGarVag268944_0547"	"Gardnerella vaginalis JCP7672"	"ATJP01000029"	"PATRIC"	"CDS"	183976240	"VBIGarVag268944_0547"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|183976244|locus|VBIGarVag268944_0549"	"Gardnerella vaginalis JCP7672"	"ATJP01000029"	"PATRIC"	"CDS"	183976244	"VBIGarVag268944_0549"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|183976400|locus|VBIGarVag268944_0616"	"Gardnerella vaginalis JCP7672"	"ATJP01000041"	"PATRIC"	"CDS"	183976400	"VBIGarVag268944_0616"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|183976749|locus|VBIGarVag268944_0777"	"Gardnerella vaginalis JCP7672"	"ATJP01000064"	"PATRIC"	"CDS"	183976749	"VBIGarVag268944_0777"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|183977447|locus|VBIGarVag268944_1092"	"Gardnerella vaginalis JCP7672"	"ATJP01000106"	"PATRIC"	"CDS"	183977447	"VBIGarVag268944_1092"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|183977449|locus|VBIGarVag268944_1093"	"Gardnerella vaginalis JCP7672"	"ATJP01000106"	"PATRIC"	"CDS"	183977449	"VBIGarVag268944_1093"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|183977451|locus|VBIGarVag268944_1094"	"Gardnerella vaginalis JCP7672"	"ATJP01000106"	"PATRIC"	"CDS"	183977451	"VBIGarVag268944_1094"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|183992058|locus|VBIGarVag267667_0011"	"Gardnerella vaginalis JCP8108"	"ATJJ01000001"	"PATRIC"	"CDS"	183992058	"VBIGarVag267667_0011"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|183992060|locus|VBIGarVag267667_0012"	"Gardnerella vaginalis JCP8108"	"ATJJ01000001"	"PATRIC"	"CDS"	183992060	"VBIGarVag267667_0012"	NA	"Xylose repressor XylR (ROK family)"	NA	NA	"FIG01353285"	NA	NA	NA	NA	"clust_1146"
"fid|183992316|locus|VBIGarVag267667_0136"	"Gardnerella vaginalis JCP8108"	"ATJJ01000003"	"PATRIC"	"CDS"	183992316	"VBIGarVag267667_0136"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|183992908|locus|VBIGarVag267667_0417"	"Gardnerella vaginalis JCP8108"	"ATJJ01000019"	"PATRIC"	"CDS"	183992908	"VBIGarVag267667_0417"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|183993065|locus|VBIGarVag267667_0487"	"Gardnerella vaginalis JCP8108"	"ATJJ01000024"	"PATRIC"	"CDS"	183993065	"VBIGarVag267667_0487"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|183993516|locus|VBIGarVag267667_0695"	"Gardnerella vaginalis JCP8108"	"ATJJ01000042"	"PATRIC"	"CDS"	183993516	"VBIGarVag267667_0695"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|183993518|locus|VBIGarVag267667_0696"	"Gardnerella vaginalis JCP8108"	"ATJJ01000042"	"PATRIC"	"CDS"	183993518	"VBIGarVag267667_0696"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|183993525|locus|VBIGarVag267667_0699"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993525	"VBIGarVag267667_0699"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|183993527|locus|VBIGarVag267667_0700"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993527	"VBIGarVag267667_0700"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|183993527|locus|VBIGarVag267667_0700"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993527	"VBIGarVag267667_0700"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|183993527|locus|VBIGarVag267667_0700"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993527	"VBIGarVag267667_0700"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|183993527|locus|VBIGarVag267667_0700"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993527	"VBIGarVag267667_0700"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|183993529|locus|VBIGarVag267667_0701"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993529	"VBIGarVag267667_0701"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|183993535|locus|VBIGarVag267667_0704"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993535	"VBIGarVag267667_0704"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|183993569|locus|VBIGarVag267667_0721"	"Gardnerella vaginalis JCP8108"	"ATJJ01000043"	"PATRIC"	"CDS"	183993569	"VBIGarVag267667_0721"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|183993654|locus|VBIGarVag267667_0761"	"Gardnerella vaginalis JCP8108"	"ATJJ01000048"	"PATRIC"	"CDS"	183993654	"VBIGarVag267667_0761"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|183993656|locus|VBIGarVag267667_0762"	"Gardnerella vaginalis JCP8108"	"ATJJ01000048"	"PATRIC"	"CDS"	183993656	"VBIGarVag267667_0762"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|183993656|locus|VBIGarVag267667_0762"	"Gardnerella vaginalis JCP8108"	"ATJJ01000048"	"PATRIC"	"CDS"	183993656	"VBIGarVag267667_0762"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|183994091|locus|VBIGarVag267667_0952"	"Gardnerella vaginalis JCP8108"	"ATJJ01000085"	"PATRIC"	"CDS"	183994091	"VBIGarVag267667_0952"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|42068658|locus|VBIGarVag4823_0011"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000014"	"PATRIC"	"CDS"	42068658	"VBIGarVag4823_0011"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
